STOP_NAME,longitude,latitude
23-Victoria St/Sydney Rd (Brunswick),144.96203791988896,-37.76712783454426
22-Albert St/Sydney Rd (Brunswick),144.96172688385448,-37.76893386452164
21-Brunswick Town Hall/Sydney Rd (Brunswick),144.96126680541485,-37.77162981517318
20-Barkly Square/115 Sydney Rd (Brunswick),144.96074804416526,-37.7748288664032
19-Brunswick Rd/Sydney Rd (Brunswick),144.96027500362166,-37.77757782743643
18-Princes Park/Royal Pde (Parkville),144.9599420035844,-37.77936585809635
17-Ievers St/Royal Pde (Parkville),144.95964608329123,-37.78187487899774
16-Visy Park/Royal Pde (Parkville),144.95927996333816,-37.78484281004546
15-Leonard St/Royal Pde (Parkville),144.95889980310008,-37.78791783986197
14-Macarthur Rd/Royal Pde (Parkville),144.95864996277822,-37.79000385970633
13-Gatehouse St/Royal Pde (Parkville),144.95831588228222,-37.792665879521714
12-Morrah St/Royal Pde (Parkville),144.95795012151575,-37.79564280933261
18-Princes Park/Royal Pde (Parkville),144.9601580029357,-37.779369818085996
11-University of Melbourne/Royal Pde (Parkville),144.9576621205881,-37.798259829177994
35-Williams Rd/High St (Prahran),145.0023298187735,-37.852997834580236
36-Chatsworth Rd/High St (Prahran),145.0062818929703,-37.8535428753724
37-Airlie Ave/High St (Prahran),145.0086600498752,-37.85385283586821
38-Orrong Rd/High St (Prahran),145.0114579679457,-37.85420680648682
39-Auburn Gr/High St (Armadale),145.0149798471854,-37.85467183725069
40-Armadale Station/High St (Armadale),145.01825296646982,-37.85510581790735
41-Kooyong Rd/High St (Armadale),145.02058684596813,-37.85540587834594
42-Huntingtower Rd/High St (Armadale),145.02367888527786,-37.855818888884436
43-Mercer Rd/High St (Armadale),145.02594400507516,-37.856108869139995
44-Glenferrie Rd/High St (Malvern),145.0291717658182,-37.85652286929688
45-De La Salle College/High St (Malvern),145.03238908724921,-37.85692885950172
46-Fraser St/High St (Malvern),145.03561684941812,-37.85736985975189
47-Dixon St/High St (Malvern),145.038018771479,-37.85768080997149
48-Tooronga Rd/High St (Glen Iris),145.04105501302675,-37.858064840204385
49-Harold Holt Swim Centre/High St (Glen Iris),145.04420393126293,-37.8584408602687
50-Belmont Ave/High St (Glen Iris),145.04826076811898,-37.858931810288354
51-Burke Rd/High St (Glen Iris),145.05121780519656,-37.85929685025651
52-Boyanda Rd/High St (Glen Iris),145.05380080221423,-37.8596008702007
53-Malvern Rd/High St (Glen Iris),145.05633700208543,-37.85998481062941
52-Boyanda Rd/High St (Glen Iris),145.05419500160468,-37.859768810160034
51-Burke Rd/High St (Glen Iris),145.0515090448357,-37.85947289022379
50-Belmont Ave/High St (Glen Iris),145.0484148480477,-37.85909687026704
49-Harold Holt Swim Centre/High St (Glen Iris),145.04471009114056,-37.85865686026342
48-Tooronga Rd/High St (Glen Iris),145.0413678532274,-37.858258880210265
47-Dixon St/High St (Malvern),145.03801481173474,-37.85780680996783
46-Fraser St/High St (Malvern),145.035805849788,-37.857544819758246
45-De La Salle College/High St (Malvern),145.03289488764426,-37.85714386952029
44-Glenferrie Rd/High St (Malvern),145.02950908591504,-37.85669080929372
43-Mercer Rd/High St (Armadale),145.0262348849808,-37.85627581912137
42-Huntingtower Rd/High St (Armadale),145.02383296505084,-37.85598286887587
41-Kooyong Rd/High St (Armadale),145.0208100457367,-37.85557183836132
40-Armadale Station/High St (Armadale),145.01840776625687,-37.85526088791823
39-Auburn Gr/High St (Armadale),145.01536180692182,-37.854858857318305
38-Orrong Rd/High St (Armadale),145.0117150077168,-37.854372856541964
37-Airlie Ave/High St (Prahran),145.00869100964675,-37.85397982587464
36-Chatsworth Rd/High St (Prahran),145.0068787719258,-37.85375086549327
35-Williams Rd/High St (Prahran),145.00262105801045,-37.853155874630566
34-Lewisham Rd/High St (Prahran),145.00011906197662,-37.852815854144595
33-The Avenue/High St (Prahran),144.99861282451454,-37.8526098438597
51-Nott St/Wattletree Rd (Malvern East),145.04700401600581,-37.864768850773004
40-North Coburg Terminus/Sydney Rd (Coburg North),144.9636561156981,-37.72756680285633
39-Mercy College/Sydney Rd (Coburg North),144.96386491346124,-37.72987782338847
38-Carr St/Sydney Rd (Coburg North),144.9646327911851,-37.73209884400473
37-Gaffney St/Sydney Rd (Coburg North),144.96541290932555,-37.73384286456428
36-Rogers St/Sydney Rd (Coburg),144.96608178786067,-37.7355208250145
35-St Pauls Catholic Church/Sydney Rd (Coburg),144.96693606643942,-37.73749182543652
34-Bell St/Sydney Rd (Coburg),144.9666660631054,-37.74114582599483
33-Coburg Market/Sydney Rd (Coburg),144.9663618623475,-37.7431228560433
32-Harding St/Sydney Rd (Coburg),144.9660637817321,-37.74487479607948
31-Edward St/Sydney Rd (Coburg),144.9654561007328,-37.74846084612276
30-The Avenue/Sydney Rd (Coburg),144.9648520200161,-37.751847816060966
29-Moore St/Sydney Rd (Coburg),144.9645568194734,-37.75349184593041
28-Moreland Rd/Sydney Rd (Coburg),144.96425801927668,-37.75529787576595
27-Brunswick Tram Depot/Sydney Rd (Brunswick),144.96388182226403,-37.757408825415084
26-Albion St/Sydney Rd (Brunswick),144.9633148275557,-37.76072487498426
25-Stewart St/Sydney Rd (Brunswick),144.96290983171642,-37.76306982476114
24-Blyth St/Sydney Rd (Brunswick),144.96251779608335,-37.76534286461033
23-Victoria St/Sydney Rd (Brunswick),144.96223483941063,-37.76696880454204
22-Albert St/Sydney Rd (Brunswick),144.96192488324587,-37.7687478345054
21-Glenlyon Rd/Sydney Rd (Brunswick),144.96147884527974,-37.771353875043474
19-Brunswick Rd/Sydney Rd (Brunswick),144.96039812325753,-37.77763380744775
17-Ievers St/Royal Pde (Parkville),144.95984408271585,-37.78167084891938
16-Walker St/Royal Pde (Parkville),144.95951504253208,-37.78457586995117
15-Leonard St/Royal Pde (Parkville),144.95913488237275,-37.78766079987696
14-Cemetery Road West/Royal Pde (Parkville),144.95888504212638,-37.78970181972025
13-Gatehouse St/Royal Pde (Parkville),144.95854988167162,-37.792408839526004
12-Morrah St/Royal Pde (Parkville),144.95817908088736,-37.79554785931865
11-University of Melbourne/Royal Pde (Parkville),144.95786012015074,-37.79809179916734
7-Russell St/Bourke St (Melbourne City),144.9683598875971,-37.8127558603978
6-Swanston St/Bourke St (Melbourne City),144.96591009471294,-37.81347082006413
5-Elizabeth St/Bourke St (Melbourne City),144.96351609515395,-37.81420387002897
4-Queen St/Bourke St (Melbourne City),144.9598408465148,-37.81523986014451
3-William St/Bourke St (Melbourne City),144.9576308000479,-37.81586887018041
32-Hornby St/High St (Prahran),144.9965399481339,-37.85234083347534
31-Chapel St/High St (Prahran),144.99353899254615,-37.85193781318502
30-Prahran Station/High St (Windsor),144.98930395620548,-37.85137882303242
29-Perth St/High St (Windsor),144.9879330771248,-37.85119387294663
28-Punt Rd/High St (Windsor),144.98437699883814,-37.85074486264814
37-Gaffney St/Sydney Rd (Coburg),144.96532686896785,-37.734083794620695
1-Spencer St/Bourke St (Melbourne City),144.95351994873388,-37.8170498501825
1-Spencer St/Bourke St (Melbourne City),144.9540030700411,-37.81683286018403
1-Flinders Street Railway Station/Elizabeth St (Melbourne City),144.96477105656476,-37.817703880473864
2-Collins St/Elizabeth St (Melbourne City),144.96367485675734,-37.81541482017492
3-Bourke Street Mall/Elizabeth St (Melbourne City),144.9627640518169,-37.81343382994542
5-Melbourne Central Station/Elizabeth St (Melbourne City),144.9614349247317,-37.81054482966403
7-Queen Victoria Market/Elizabeth St (Melbourne City),144.9595798394716,-37.80654783938512
8-Peel St/Victoria St (Melbourne City),144.9562239206448,-37.805921799591246
9-William St/Victoria St (Melbourne City),144.95391380209676,-37.80567483976125
10-Chetwynd St/Victoria St (Melbourne City),144.9523971232883,-37.80550383987799
11-Errol St/Victoria St (Melbourne City),144.94945196620654,-37.8051828100456
11-Victoria St/Errol St (North Melbourne),144.94934504690863,-37.804945840041015
10-Chetwynd St/Victoria St (Melbourne City),144.95203604374066,-37.80538980990479
9-Howard St/Victoria St (Melbourne City),144.95350808250683,-37.805550819789296
8-Peel St/Victoria St (Melbourne City),144.9557498009537,-37.80579687962129
9-Pelham St/Elizabeth St (Melbourne City),144.95746987994755,-37.80193380921818
10-Royal Melbourne Hospital/Royal Pde (Melbourne City),144.9574468400381,-37.79988783909295
10-Royal Melbourne Hospital/Royal Pde (Parkville),144.95767111966802,-37.799566809086485
9-Pelham St/Elizabeth St (Melbourne City),144.957668959583,-37.80213486921014
7-Queen Victoria Market/Elizabeth St (Melbourne City),144.95985487968525,-37.806876879394764
5-Melbourne Central Station/Elizabeth St (Melbourne City),144.9617841259945,-37.81109184970908
3-Bourke Street Mall/Elizabeth St (Melbourne City),144.9631341338441,-37.81402585001043
2-Collins St/Elizabeth St (Melbourne City),144.96400209698942,-37.81591585023732
1-Flinders Street Railway Station/Elizabeth St (Melbourne City),144.9648459364982,-37.81788586049921
11-Melbourne Museum/Nicholson St (Fitzroy),144.97360687233578,-37.80574486140508
10-Albert St/Nicholson St (Fitzroy),144.97295491539012,-37.80966283119635
9-Spring St/Bourke St (Melbourne City),144.97258483741157,-37.81153087111681
3-William St/Bourke St (Melbourne City),144.95791988094578,-37.81569283017069
4-Queen St/Bourke St (Melbourne City),144.96006008723458,-37.815108820133624
5-Elizabeth St/Bourke St (Melbourne City),144.96369105516823,-37.81401784000499
6-Swanston St/Bourke St (Melbourne City),144.96638205308275,-37.81325284011483
7-Russell St/Bourke St (Melbourne City),144.96917492532057,-37.81245481051848
50-Anderson St/Wattletree Rd (Malvern East),145.04371793975324,-37.864371860986935
9-Spring St/Bourke St (Melbourne City),144.97241599770905,-37.81150981108427
10-Albert St/Nicholson St (East Melbourne),144.97290487527658,-37.80940984118602
11-Melbourne Museum/Nicholson St (Fitzroy),144.9735517923121,-37.80566287139017
12-St Vincents Plaza/Victoria Pde (East Melbourne),144.97613911107604,-37.80826684199561
11-Albert St/Gisborne St (East Melbourne),144.9757341115091,-37.80937681183594
10-Parliament Railway Station/Macarthur St (East Melbourne),144.97449391411607,-37.81236580145737
8-Spring St/Collins St (Melbourne City),144.9732907973558,-37.81354381123154
6-Melbourne Town Hall/Collins St (Melbourne City),144.96596301751947,-37.815660880333056
5-Elizabeth St/Collins St (Melbourne City),144.96340989479367,-37.816409860289966
3-William St/Collins St (Melbourne City),144.95943512337078,-37.81759381033591
1-Spencer St/Collins St (Melbourne City),144.95506111188433,-37.8188338302881
1-Spencer St/Collins St (Melbourne City),144.9551889122366,-37.81872781028775
3-William St/Collins St (Melbourne City),144.9599189647953,-37.81735882032692
5-Elizabeth St/Collins St (Melbourne City),144.9638699762785,-37.81619287026965
6-Melbourne Town Hall/Collins St (Melbourne City),144.9662859368571,-37.81550482035507
8-Spring St/Collins St (Melbourne City),144.9734880768056,-37.81340287126446
10-Parliament Railway Station/Macarthur St (East Melbourne),144.97437403429137,-37.8121568214422
46-Rosamond Rd/Raleigh Rd (Maribyrnong),144.8867349237101,-37.76887383055635
48-Raleigh Rd/Wests Rd (Maribyrnong),144.88281884922267,-37.7696238010488
49-Highpoint Shopping Centre/Wests Rd (Maribyrnong),144.88218704574754,-37.77309087113936
50-Wests Rd/Williamson Rd (Maribyrnong),144.88214888276087,-37.775198851133936
51-Williamson Rd/Rosamond Rd (Maidstone),144.88557680449892,-37.776026851070135
52-Rosamond Rd/River St (Maribyrnong),144.88575608437102,-37.77931887126305
53-Maribyrnong College/River St (Maribyrnong),144.8877918887594,-37.77958086136979
54-Gordon St/River St (Maribyrnong),144.89093685289532,-37.779988831642754
55-Lyric St/Gordon St (Maribyrnong),144.89115681521614,-37.78222785197161
56-Edgewater Square/Gordon St (Maribyrnong),144.89060493982552,-37.784884832257724
57-Titch St/Gordon St (Footscray),144.88992993624578,-37.78863081219414
58-Ballarat Rd/Gordon St (Footscray),144.88955985272767,-37.7904628521461
59-Droop St/Ballarat Rd (Footscray),144.89357708124464,-37.79257083315165
60-Tiernan St/Droop St (Footscray),144.8955217927653,-37.794876813892046
61-Geelong Rd/Droop St (Footscray),144.89713710576382,-37.79677986462574
62-Nicholson St/Hopkins St (Footscray),144.89974205454848,-37.79982780603377
63-Footscray Market/Leeds St (Footscray),144.90106397086032,-37.800067836565084
64-Footscray Station/Leeds St (Footscray),144.90092609260049,-37.80135384626467
40-Epsom Rd/Maribyrnong Rd (Moonee Ponds),144.90512697906297,-37.77041886216501
39-Bowen St/Maribyrnong Rd (Moonee Ponds),144.9090088538936,-37.77084879264197
38-Hotham St/Maribyrnong Rd (Moonee Ponds),144.91233596989133,-37.771222832980385
37-Union Rd/Maribyrnong Rd (Moonee Ponds),144.9160029259576,-37.77163080327798
36-86 Maribyrnong Rd (Moonee Ponds),144.91830080374717,-37.7718778534261
35-Moore St/Maribyrnong Rd (Moonee Ponds),144.92114084246788,-37.77219879359891
34-Ascot Vale Rd/Maribyrnong Rd (Moonee Ponds),144.92371088321022,-37.772460873839904
33-Chaucer St/Ascot Vale Rd (Moonee Ponds),144.9242901218431,-37.770037804091245
49-Central Park Ave/Cordite Ave (Maribyrnong),144.8779829759559,-37.76884287155146
36-St Leonards Rd/Union Rd (Ascot Vale),144.9159489243419,-37.773557792977215
35-Bloomfield Rd/Union Rd (Ascot Vale),144.91556588242088,-37.77587583263032
34-Burrowes St/Union Rd (Ascot Vale),144.9152310798961,-37.77851985228244
33-Melbourne Showgrounds/Union Rd (Ascot Vale),144.9147929578791,-37.78034181209931
32-Sandown Rd/Epsom Rd (Ascot Vale),144.91671787723467,-37.78257381143759
31-Racing Victoria/161 Epsom Rd (Ascot Vale),144.91813087776492,-37.7840048108514
30-Flemington Racecourse/Epsom Rd (Ascot Vale),144.91999280247384,-37.78602981027741
29-Flemington Racecourse/Racecourse Rd (Flemington),144.92201205018367,-37.78733580170976
28-Smithfield Rd/Racecourse Rd (Flemington),144.92495613666276,-37.78761282360883
26-Newmarket Plaza/Racecourse Rd (Flemington),144.9281601432294,-37.787957795664276
25-Wellington St/Racecourse Rd (Flemington),144.9312410289976,-37.788227797622866
24-Victoria St/Racecourse Rd (Flemington),144.93349607292782,-37.78842984904864
23-Stubbs St/Racecourse Rd (Flemington),144.93658703512605,-37.78875484000977
22-Boundary Rd/Racecourse Rd (North Melbourne),144.93985799455965,-37.7891178100294
20-Melrose St/Flemington Rd (North Melbourne),144.94349111274957,-37.790380870050484
19-Abbotsford St Interchange/Abbotsford St (North Melbourne),144.94710190758795,-37.794092830061395
11-Albert St/Gisborne St (East Melbourne),144.97561207168297,-37.8096818217924
10-Nicholson St/Victoria Pde (East Melbourne),144.9735679936113,-37.8080058413593
9-La Trobe St/Victoria St (Melbourne City),144.97097779565027,-37.807600840690334
18-Church St/Bridge Rd (Richmond),144.9994289433597,-37.81860487408398
8-Exhibition St/La Trobe St (Melbourne City),144.96903307818343,-37.80808981021469
6-Swanston St/La Trobe St (Melbourne City),144.96408704540346,-37.80953682943628
5-Elizabeth St/La Trobe St (Melbourne City),144.96160196452496,-37.81027779962981
4-Queen St/La Trobe St (Melbourne City),144.95912804232498,-37.81099185978902
3-William St/La Trobe St (Melbourne City),144.95672395897103,-37.811697819915366
1-Spencer St/La Trobe St (Melbourne City),144.95176602832393,-37.81309885008259
D10-New Quay Prom/Docklands Dr (Docklands),144.94051388665542,-37.8137678189135
D11-Waterfront City/Docklands Dr (Docklands),144.93875997069816,-37.8143318486347
D10-NewQuay Prom/Docklands Dr (Docklands),144.94151504467263,-37.813298829075315
D1-Stadium Precinct/La Trobe St (Docklands),144.94640995029738,-37.814564859636235
119-Spencer St/La Trobe St (Melbourne City),144.9512069469421,-37.81319785009304
2-King St/La Trobe St (Melbourne City),144.95373811325365,-37.81246687002762
3-William St/La Trobe St (Melbourne City),144.9561418380174,-37.811777829936304
4-Queen St/La Trobe St (Melbourne City),144.95871800180885,-37.81104783980747
5-Elizabeth St/La Trobe St (Melbourne City),144.96112280409906,-37.810341879655546
6-Swanston St/La Trobe St (Melbourne City),144.96347108512063,-37.80963384947673
7-Russell St/La Trobe St (Melbourne City),144.96610412307587,-37.808895849568906
8-Exhibition St/La Trobe St (Melbourne City),144.96854311882217,-37.8081718000971
9-Victoria St/La Trobe St (Melbourne City),144.97027183632594,-37.807642870508104
10-Nicholson St/Victoria Pde (Carlton),144.9728458341813,-37.80782287117665
12-St Vincents Plaza/Victoria Pde (Fitzroy),144.976458070752,-37.80821788207826
D2-Central Pier/Harbour Esp (Docklands),144.94490695405742,-37.81469184942937
D3-Stadium Precinct/Harbour Esp (Docklands),144.9462519080672,-37.81780584960133
D4-Docklands Park/Harbour Esp (Docklands),144.94761594363382,-37.821452829786345
D5-South Wharf/Wurundjeri Way (Docklands),144.9512188225353,-37.82182183018542
D6-Flinders Street West/Flinders St (Docklands),144.9536139076518,-37.821457870318916
18-Chapman St/Abbotsford St (North Melbourne),144.9469528664174,-37.794946840060334
17-Molesworth St/Abbotsford St (North Melbourne),144.94670014457068,-37.796293870059095
16-Haines St/Abbotsford St (North Melbourne),144.94634986185886,-37.798270810058206
15-Arden St/Abbotsford St (North Melbourne),144.94585485760805,-37.80098386002498
14-Queensberry St/Abbotsford St (North Melbourne),144.94563381505486,-37.80237687997326
23-Royal Park/Royal Park (Parkville),144.94940303129144,-37.79136682007235
24-Elliott Ave/Royal Park (Parkville),144.94975691589403,-37.78800280008449
25-State Netball Hockey Centre/Royal Park (Parkville),144.94885403944454,-37.78452582996256
26-Melbourne Zoo/Royal Park (Parkville),144.94922483701083,-37.78260387945588
27-Royal Park Station/Royal Park (Parkville),144.9513661105664,-37.78073979893843
28-Park St/Royal Park (Parkville),144.9499750707508,-37.77722781808098
29-Brunswick Rd/Grantham St (Brunswick West),144.94892098773263,-37.775524837546065
30-Union Square Shopping Centre/Grantham St (Brunswick West),144.94953082437084,-37.77235386676427
31-Grantham St/Dawson St (Brunswick West),144.94953802151045,-37.77003780615508
32-Foden St/Dawson St (Brunswick),144.94738809745616,-37.76977581577248
33-South Daly St/Dawson St (Brunswick West),144.94417509159285,-37.76938584520886
34-Smith St/Melville Rd (Brunswick),144.94332512435955,-37.76729784437609
35-Victoria St/Melville Rd (Brunswick West),144.9438960770627,-37.76469486352563
36-Hope St/Melville Rd (Brunswick West),144.94438998898642,-37.76202681262145
37-Albion St/Melville Rd (Brunswick West),144.94499693771593,-37.75854984140796
38-Jacobs Reserve/Melville Rd (Brunswick West),144.94539077100714,-37.75660980071626
39-Mattingley Cres/Melville Rd (Brunswick West),144.9457140456637,-37.754786850141734
40-Moreland Rd/Melville Rd (Brunswick West),144.9459070094238,-37.75314984025278
41-Woodlands Ave/Melville Rd (Pascoe Vale South),144.9465578982979,-37.74930387044911
42-Reynard St/Melville Rd (Pascoe Vale South),144.94456206698547,-37.746385800912556
43-Princes Tce/Melville Rd (Pascoe Vale South),144.94500487257991,-37.743914851053354
44-Brearley Pde/Melville Rd (Pascoe Vale South),144.94540987805283,-37.74157881115307
45-Bell St/Melville Rd (Pascoe Vale South),144.94559780160284,-37.74010380121625
3-Market St/Flinders St (Melbourne City),144.96180284769852,-37.81904983054017
4-Elizabeth St/Flinders St (Melbourne City),144.96463209550512,-37.818224800536896
5-Swanston St/Flinders St (Melbourne City),144.96713805254498,-37.81754683069279
6-Russell St/Flinders St (Melbourne City),144.97050584530072,-37.816550800979506
8-Spring St/Flinders St (Melbourne City),144.9746181147463,-37.81530583140675
9-Lansdowne St/Wellington Pde (East Melbourne),144.97716978801964,-37.815439841739526
10-Jolimont Rd/Wellington Pde (East Melbourne),144.97979706144233,-37.81573684207645
11-Jolimont Station-MCG/Wellington Pde (East Melbourne),144.98482482139508,-37.816327873293154
13-Simpson St/Wellington Pde (East Melbourne),144.98698878152018,-37.81652686380229
14-Punt Rd/Wellington Pde (Melbourne City),144.9896808624863,-37.81737484430802
14-Punt Rd/Bridge Rd (Richmond),144.9902230226439,-37.81751983440456
13-Simpson St/Wellington Pde (East Melbourne),144.98697582160722,-37.81658986379117
11-Jolimont Station-MCG/Wellington Pde (East Melbourne),144.98399790132024,-37.81623283309581
10-Jolimont Rd/Wellington Pde (East Melbourne),144.97933086267903,-37.81575583201814
9-Lansdowne St/Wellington Pde (Melbourne City),144.97667010936092,-37.81545784167614
8-Spring St/Flinders St (Melbourne City),144.9741799959878,-37.815523811361395
7B-Rod Laver Arena/MCG Gates 1-3 (Melbourne City),144.97913610788348,-37.81957381202643
7C-MCG Gates 4-7/John Cain Arena (Melbourne City),144.98353602982135,-37.82237083259089
7D-Olympic Boulevard (Melbourne City),144.98686279191597,-37.824121872826716
7D-Olympic Boulevard (Melbourne City),144.98675695150476,-37.8238138028534
7C-MCG Gates 4-7/John Cain Arena (Melbourne City),144.98280378954595,-37.822123872503425
7B-Rod Laver Arena/MCG Gates 1-3 (Melbourne City),144.97842690895905,-37.81933585195756
6-Russell St/Flinders St (Melbourne City),144.97017392607253,-37.81664386094824
5-Swanston St/Flinders St (Melbourne City),144.9664968937751,-37.817742850645665
4-Elizabeth St/Flinders St (Melbourne City),144.96428613442842,-37.8183988605486
3-Market St/Flinders St (Melbourne City),144.96128480622215,-37.819292830545336
D6-Victoria Police Centre/Flinders St (Southbank),144.95322078674928,-37.82171284030335
D5-South Wharf/Wurundjeri Way (Docklands),144.95091894190202,-37.82198788016846
D4-Docklands Park/Harbour Esp (Docklands),144.9475068636939,-37.8217118497713
D3-Stadium Precinct/Harbour Esp (Docklands),144.945966068945,-37.81744980956216
D2-CentralPier/Harbour Esp (Docklands),144.94458979566775,-37.814235819407486
125-Clarendon St/Whiteman St (Southbank),144.95669011166754,-37.825674820737724
124A-Casino/MCEC/Clarendon St (Southbank),144.956062991881,-37.82327587055365
124-Batman Park/Spencer St (Melbourne City),144.95527099113656,-37.82154085041741
122-Southern Cross Railway Station/Spencer St (Melbourne City),144.95409810961937,-37.81875382025247
120-Lonsdale St/Spencer St (Melbourne City),144.95238702615683,-37.81529980012705
119-La Trobe St/Spencer St (Melbourne City),144.95150790716764,-37.81339180009197
120-Lonsdale St/Spencer St (Melbourne City),144.95231682609315,-37.81494682011984
122-Southern Cross Railway Station/Spencer St (Melbourne City),144.9537240688651,-37.81830580022585
124-Batman Park/Spencer St (Melbourne City),144.95541211133153,-37.82175982043574
124A-Casino/MCEC/Clarendon St (Southbank),144.95631607220463,-37.82357782058857
5-Bourke St/William St (Melbourne City),144.9582561217227,-37.81586086018487
64-Power St/Glenferrie Rd (Kooyong),145.03197292497134,-37.84182686079176
65-Warra St/Glenferrie Rd (Toorak),145.0321460868553,-37.84002785064493
65-Kooyong Railway Station/Glenferrie Rd (Kooyong),145.03243696751466,-37.83931982062053
66-Kooyong Tennis Centre/Glenferrie Rd (Toorak),145.03235704862993,-37.838480840549586
66-Vision Australia/Glenferrie Rd (Kooyong),145.0326230887538,-37.8383228905805
67-Gardiner Rd/Glenferrie Rd (Hawthorn),145.0329460127637,-37.83554387049845
67-Gardiner Rd/Glenferrie Rd (Hawthorn),145.0330968530305,-37.83543785053617
68-Callantina Rd/Glenferrie Rd (Hawthorn),145.03330997643437,-37.833413840531
7-Flagstaff Railway Station/William St (Melbourne City),144.9565230785636,-37.81198284993842
8-Franklin St/William St (Melbourne City),144.95545999835701,-37.80972987984852
10-Victoria St/Peel St (West Melbourne),144.9560349210069,-37.80537783957497
10-Victoria St/Peel St (West Melbourne),144.95608280082755,-37.80568482958863
9-Queen Victoria Market/Peel St (North Melbourne),144.95578507998246,-37.80742884970789
9-Queen Victoria Market/39 Peel St (North Melbourne),144.9557570001153,-37.807202859697384
8-Franklin St/Peel St (Melbourne City),144.9554797985925,-37.8094148798312
7-Flagstaff Railway Station/William St (Melbourne City),144.95680495893518,-37.81244787996076
5-Bourke St/William St (Melbourne City),144.95816612180445,-37.81542688015352
4-Collins St/William St (Melbourne City),144.95909780265188,-37.81744387031627
1-Flinders St/Queens Bridge St (Melbourne City),144.96124592591585,-37.81949983056408
115-Casino/Southbank/Queens Bridge St (Southbank),144.961230803174,-37.822103800817445
117-York St/Kings Way (South Melbourne),144.96408091919204,-37.82959684191521
118-Sturt St/Kings Way (Southbank),144.9650100806493,-37.83052285208096
119-Wells St/Park St (South Melbourne),144.96982184280938,-37.832786801954796
119-Wells St/Park St (South Melbourne),144.96980780289792,-37.8328768019506
118-Sturt St/Kings Way (Southbank),144.96538088140292,-37.831060872073905
117-York St/Kings Way (South Melbourne),144.96391207901715,-37.82955787188875
20-Kings Way/Sturt St (Southbank),144.96533984002622,-37.83007780208491
19-Miles St/Sturt St (Southbank),144.96576104190808,-37.82841784189203
18-Grant St/Sturt St (Southbank),144.96663980462208,-37.825765811596604
17-Arts Precinct/Sturt St (Southbank),144.9672618861019,-37.823802821402204
17-Arts Precinct/Sturt St (Southbank),144.96718592590736,-37.824080831429185
18-Grant St/Sturt St (Southbank),144.96667004444117,-37.82591080161464
19-Miles St/Sturt St (Southbank),144.96606308213566,-37.828170881866754
20-Kings Way/Sturt St (Southbank),144.96539600006818,-37.830105882084766
116-City Rd/Kings Way (Southbank),144.96058279779092,-37.82624686115709
24-Grattan St/Church St (Hawthorn),145.01861296039627,-37.81789288688768
25-Brook St/Church St (Hawthorn),145.02060807352342,-37.81590784874848
26-Barkers Rd/Church St (Hawthorn),145.02325803072895,-37.813239890677416
34-Pakington St/High St (Kew),145.03384276266192,-37.80560384176302
35-Cobden St/High St (Kew),145.03555204105425,-37.80497384172536
36-Parkhill Rd/High St (Kew),145.03976079535425,-37.803475881478626
37-Kew Cemetery/High St (Kew),145.04256987394564,-37.8024598713753
38-Victoria Park/High St (Kew),145.0459869913066,-37.80124586134036
39-Harp Rd/High St (Kew),145.0504419868823,-37.7993998713232
40-Harp Village/High St (Kew East),145.0520299460085,-37.798614891313626
41-Clyde St/High St (Kew East),145.05476378378376,-37.79742581139146
42-Irymple Ave/High St (Kew East),145.05716498909183,-37.796383881281756
43-Kew High School/High St (Kew East),145.06109475746302,-37.79463689125253
44-Burke Rd/High St (Kew),145.06366804171964,-37.79351684137536
45-Burke Rd/Doncaster Rd (Balwyn North),145.06522180393512,-37.793154861526496
46-Wattle Ave/Doncaster Rd (Balwyn North),145.06745596692767,-37.79282186178764
47-North Balwyn Shopping Centre/Doncaster Rd (Balwyn North),145.0714458511624,-37.79269883239753
48-Sunburst Ave/Doncaster Rd (Balwyn North),145.0742718532377,-37.79320382292474
49-Cityview Rd/Doncaster Rd (Balwyn North),145.07747189537014,-37.79374283349546
50-Hill Rd/Doncaster Rd (Balwyn North),145.0811950175449,-37.794245844136285
36-St Kilda Primary School/Brighton Rd (Elwood),144.98835103344345,-37.87010683626159
38-Wimbledon Ave/Brighton Rd (Elwood),144.9900840772114,-37.87286785705201
39-Glen Eira Rd/Brighton Rd (Elwood),144.9920241186845,-37.87594684796246
40-Scott St/Brighton Rd (Elwood),144.99389791062393,-37.878933858224876
41-Coleridge St/Brighton Rd (Elwood),144.99508590546804,-37.88082880829076
42-Hotham St/Brighton Rd (St Kilda East),144.99634985814257,-37.88285083841377
43-Brighton Rd/Glenhuntly Rd (Elsternwick),144.99758393404386,-37.88389087854839
44-Elsternwick Railway Station/Glenhuntly Rd (Elsternwick),145.0005629297441,-37.88429281889823
45-Elsternwick Shopping Centre/Glenhuntly Rd (Elsternwick),145.0039508854195,-37.88473786929948
46-Orrong Rd/Glenhuntly Rd (Elsternwick),145.00621708284504,-37.88503783956981
47-Shoobra Rd/Glenhuntly Rd (Elsternwick),145.00911903992892,-37.8853748899181
48-Parkside St/Glenhuntly Rd (Elsternwick),145.01224708469354,-37.88574281002662
49-Kooyong Rd/Glenhuntly Rd (Elsternwick),145.0150918118983,-37.886088860028025
50-Royal Pde/Glenhuntly Rd (Caulfield),145.01826486009816,-37.886484860028645
51-Hawthorn Rd/Glenhuntly Rd (Caulfield),145.02218707046006,-37.886964830028006
