Suburb,Month,Year,Property Type,Count,Total_Price,Median
Hamilton,Sep,2007,flat,102.0,14680.0,143.92156862745097
Hamilton,Sep,2007,house,188.0,37790.0,201.01063829787233
Hamilton,Sep,2007,Other properties,24.0,4050.0,168.75
Hamilton,Sep,2008,flat,122.0,17870.0,146.47540983606558
Hamilton,Sep,2008,house,211.0,43630.0,206.7772511848341
Hamilton,Sep,2008,Other properties,11.0,2140.0,194.54545454545453
Hamilton,Sep,2009,flat,106.0,15820.0,149.24528301886792
Hamilton,Sep,2009,house,210.0,45294.0,215.68571428571428
Hamilton,Sep,2009,Other properties,27.0,5771.0,213.74074074074073
Hamilton,Sep,2010,flat,116.0,19630.0,169.22413793103448
Hamilton,Sep,2010,house,219.0,50300.0,229.68036529680364
Hamilton,Sep,2010,Other properties,14.0,3360.0,240.0
Hamilton,Sep,2011,flat,80.0,12660.0,158.25
Hamilton,Sep,2011,house,194.0,49100.0,253.09278350515464
Hamilton,Sep,2011,Other properties,21.0,3140.0,149.52380952380952
Hamilton,Sep,2012,flat,75.0,13250.0,176.66666666666666
Hamilton,Sep,2012,house,227.0,56350.0,248.23788546255506
Hamilton,Sep,2012,Other properties,21.0,4690.0,223.33333333333334
Hamilton,Sep,2013,flat,107.0,19920.0,186.16822429906543
Hamilton,Sep,2013,house,201.0,50010.0,248.80597014925374
Hamilton,Sep,2013,Other properties,15.0,4360.0,290.6666666666667
Hamilton,Sep,2014,flat,78.0,14630.0,187.56410256410257
Hamilton,Sep,2014,house,238.0,58390.0,245.3361344537815
Hamilton,Sep,2014,Other properties,13.0,2979.0,229.15384615384616
Hamilton,Sep,2015,flat,81.0,13580.0,167.65432098765433
Hamilton,Sep,2015,house,255.0,62640.0,245.64705882352942
Hamilton,Sep,2015,Other properties,22.0,6120.0,278.1818181818182
Hamilton,Sep,2016,flat,86.0,14600.0,169.7674418604651
Hamilton,Sep,2016,house,276.0,67770.0,245.54347826086956
Hamilton,Sep,2016,Other properties,10.0,3190.0,319.0
Hamilton,Sep,2017,flat,93.0,16510.0,177.5268817204301
Hamilton,Sep,2017,house,259.0,63550.0,245.36679536679537
Hamilton,Sep,2017,Other properties,11.0,3430.0,311.8181818181818
Hamilton,Sep,2018,flat,89.0,15010.0,168.65168539325842
Hamilton,Sep,2018,house,246.0,61560.0,250.2439024390244
Hamilton,Sep,2018,Other properties,8.0,5750.0,718.75
Hamilton,Sep,2019,flat,69.0,14320.0,207.53623188405797
Hamilton,Sep,2019,house,208.0,56880.0,273.46153846153845
Hamilton,Sep,2019,Other properties,11.0,4544.0,413.09090909090907
Hamilton,Sep,2020,flat,72.0,15285.0,212.29166666666666
Hamilton,Sep,2020,house,228.0,65425.0,286.95175438596493
Hamilton,Sep,2020,Other properties,8.0,2450.0,306.25
Hamilton,Sep,2021,flat,58.0,13030.0,224.6551724137931
Hamilton,Sep,2021,house,184.0,57565.0,312.8532608695652
Hamilton,Sep,2021,Other properties,11.0,2775.0,252.27272727272728
Hamilton,Sep,2022,flat,62.0,15990.0,257.9032258064516
Hamilton,Sep,2022,house,165.0,57330.0,347.45454545454544
Hamilton,Sep,2022,Other properties,6.0,1240.0,206.66666666666666
Hampton-Beaumaris,Dec,2000,flat,335.0,74830.0,223.37313432835822
Hampton-Beaumaris,Dec,2000,house,432.0,150790.0,349.0509259259259
Hampton-Beaumaris,Dec,2000,Other properties,94.0,19765.0,210.2659574468085
Hampton-Beaumaris,Dec,2001,flat,389.0,91940.0,236.3496143958869
Hampton-Beaumaris,Dec,2001,house,456.0,175960.0,385.87719298245617
Hampton-Beaumaris,Dec,2001,Other properties,101.0,11170.0,110.5940594059406
Hampton-Beaumaris,Dec,2003,flat,793.0,199161.0,251.14880201765448
Hampton-Beaumaris,Dec,2003,house,895.0,343735.0,384.06145251396646
Hampton-Beaumaris,Dec,2003,Other properties,223.0,35219.0,157.93273542600897
Hampton-Beaumaris,Dec,2004,flat,382.0,95210.0,249.2408376963351
Hampton-Beaumaris,Dec,2004,house,421.0,171830.0,408.14726840855104
Hampton-Beaumaris,Dec,2004,Other properties,87.0,8860.0,101.83908045977012
Hampton-Beaumaris,Dec,2005,flat,457.0,124653.0,272.7636761487965
Hampton-Beaumaris,Dec,2005,house,410.0,178280.0,434.8292682926829
Hampton-Beaumaris,Dec,2005,Other properties,108.0,18817.0,174.2314814814815
Hampton-Beaumaris,Dec,2006,flat,360.0,105975.0,294.375
Hampton-Beaumaris,Dec,2006,house,334.0,157548.0,471.70059880239523
Hampton-Beaumaris,Dec,2006,Other properties,134.0,30417.0,226.99253731343285
Hampton-Beaumaris,Dec,2007,flat,400.0,130106.0,325.265
Hampton-Beaumaris,Dec,2007,house,395.0,205466.0,520.1670886075949
Hampton-Beaumaris,Dec,2007,Other properties,133.0,35628.0,267.8796992481203
Hampton-Beaumaris,Dec,2008,flat,412.0,149400.0,362.621359223301
Hampton-Beaumaris,Dec,2008,house,406.0,234654.0,577.9655172413793
Hampton-Beaumaris,Dec,2008,Other properties,147.0,40546.0,275.82312925170066
Hampton-Beaumaris,Dec,2009,flat,377.0,140535.0,372.7718832891247
Hampton-Beaumaris,Dec,2009,house,444.0,274475.0,618.186936936937
Hampton-Beaumaris,Dec,2009,Other properties,149.0,31190.0,209.3288590604027
Hampton-Beaumaris,Dec,2010,flat,424.0,169990.0,400.9198113207547
Hampton-Beaumaris,Dec,2010,house,443.0,282690.0,638.1264108352144
Hampton-Beaumaris,Dec,2010,Other properties,124.0,23000.0,185.48387096774192
Hampton-Beaumaris,Dec,2011,flat,494.0,205080.0,415.1417004048583
Hampton-Beaumaris,Dec,2011,house,448.0,294880.0,658.2142857142857
Hampton-Beaumaris,Dec,2011,Other properties,144.0,37610.0,261.18055555555554
Hampton-Beaumaris,Dec,2012,flat,582.0,240650.0,413.48797250859104
Hampton-Beaumaris,Dec,2012,house,494.0,345760.0,699.919028340081
Hampton-Beaumaris,Dec,2012,Other properties,125.0,14090.0,112.72
Hampton-Beaumaris,Dec,2013,flat,595.0,247650.0,416.218487394958
Hampton-Beaumaris,Dec,2013,house,443.0,313750.0,708.2392776523702
Hampton-Beaumaris,Dec,2013,Other properties,106.0,4880.0,46.0377358490566
Hampton-Beaumaris,Dec,2014,flat,625.0,272825.0,436.52
Hampton-Beaumaris,Dec,2014,house,450.0,325360.0,723.0222222222222
Hampton-Beaumaris,Dec,2014,Other properties,134.0,30495.0,227.57462686567163
Hampton-Beaumaris,Dec,2015,flat,781.0,329465.0,421.85019206145967
Hampton-Beaumaris,Dec,2015,house,448.0,346525.0,773.4933035714286
Hampton-Beaumaris,Dec,2015,Other properties,114.0,-11205.0,-98.28947368421052
Hampton-Beaumaris,Dec,2016,flat,717.0,322250.0,449.442119944212
Hampton-Beaumaris,Dec,2016,house,455.0,360045.0,791.3076923076923
Hampton-Beaumaris,Dec,2016,Other properties,97.0,-28760.0,-296.49484536082474
Hampton-Beaumaris,Dec,2017,flat,640.0,297355.0,464.6171875
Hampton-Beaumaris,Dec,2017,house,474.0,379195.0,799.9894514767932
Hampton-Beaumaris,Dec,2017,Other properties,85.0,-17100.0,-201.1764705882353
Hampton-Beaumaris,Dec,2018,flat,676.0,322160.0,476.56804733727813
Hampton-Beaumaris,Dec,2018,house,425.0,345698.0,813.4070588235294
Hampton-Beaumaris,Dec,2018,Other properties,132.0,34952.0,264.7878787878788
Hampton-Beaumaris,Dec,2019,flat,650.0,320115.0,492.4846153846154
Hampton-Beaumaris,Dec,2019,house,415.0,330655.0,796.7590361445783
Hampton-Beaumaris,Dec,2019,Other properties,153.0,55670.0,363.8562091503268
Hampton-Beaumaris,Dec,2020,flat,655.0,325845.0,497.4732824427481
Hampton-Beaumaris,Dec,2020,house,428.0,338900.0,791.8224299065421
Hampton-Beaumaris,Dec,2020,Other properties,122.0,40180.0,329.344262295082
Hampton-Beaumaris,Dec,2021,flat,690.0,344320.0,499.0144927536232
Hampton-Beaumaris,Dec,2021,house,416.0,362860.0,872.2596153846154
Hampton-Beaumaris,Dec,2021,Other properties,116.0,26020.0,224.31034482758622
Hampton-Beaumaris,Dec,2022,flat,625.0,312720.0,500.352
Hampton-Beaumaris,Dec,2022,house,401.0,358660.0,894.4139650872818
Hampton-Beaumaris,Dec,2022,Other properties,93.0,20.0,0.21505376344086022
Hampton-Beaumaris,Jun,2000,flat,333.0,72720.0,218.3783783783784
Hampton-Beaumaris,Jun,2000,house,422.0,139000.0,329.38388625592415
Hampton-Beaumaris,Jun,2000,Other properties,81.0,18180.0,224.44444444444446
Hampton-Beaumaris,Jun,2001,flat,375.0,85470.0,227.92
Hampton-Beaumaris,Jun,2001,house,454.0,169290.0,372.88546255506606
Hampton-Beaumaris,Jun,2001,Other properties,103.0,20180.0,195.92233009708738
Hampton-Beaumaris,Jun,2002,flat,370.0,86960.0,235.02702702702703
Hampton-Beaumaris,Jun,2002,house,471.0,179090.0,380.2335456475584
Hampton-Beaumaris,Jun,2002,Other properties,118.0,16855.0,142.83898305084745
Hampton-Beaumaris,Jun,2003,flat,408.0,102365.0,250.89460784313727
Hampton-Beaumaris,Jun,2003,house,446.0,167468.0,375.4887892376682
Hampton-Beaumaris,Jun,2003,Other properties,104.0,17567.0,168.91346153846155
Hampton-Beaumaris,Jun,2004,flat,397.0,102132.0,257.2594458438287
Hampton-Beaumaris,Jun,2004,house,405.0,164724.0,406.72592592592594
Hampton-Beaumaris,Jun,2004,Other properties,100.0,12764.0,127.64
Hampton-Beaumaris,Jun,2005,flat,435.0,112305.0,258.17241379310343
Hampton-Beaumaris,Jun,2005,house,416.0,175215.0,421.18990384615387
Hampton-Beaumaris,Jun,2005,Other properties,96.0,15520.0,161.66666666666666
Hampton-Beaumaris,Jun,2006,flat,408.0,116100.0,284.55882352941177
Hampton-Beaumaris,Jun,2006,house,388.0,172340.0,444.17525773195877
Hampton-Beaumaris,Jun,2006,Other properties,126.0,25040.0,198.73015873015873
Hampton-Beaumaris,Jun,2007,flat,394.0,123640.0,313.8071065989848
Hampton-Beaumaris,Jun,2007,house,363.0,183400.0,505.23415977961434
Hampton-Beaumaris,Jun,2007,Other properties,115.0,24320.0,211.47826086956522
Hampton-Beaumaris,Jun,2008,flat,387.0,136137.0,351.7751937984496
Hampton-Beaumaris,Jun,2008,house,394.0,216810.0,550.2791878172588
Hampton-Beaumaris,Jun,2008,Other properties,153.0,39333.0,257.078431372549
Hampton-Beaumaris,Jun,2009,flat,389.0,141740.0,364.3701799485861
Hampton-Beaumaris,Jun,2009,house,437.0,261184.0,597.675057208238
Hampton-Beaumaris,Jun,2009,Other properties,149.0,35826.0,240.44295302013424
Hampton-Beaumaris,Jun,2010,flat,396.0,153090.0,386.59090909090907
Hampton-Beaumaris,Jun,2010,house,438.0,274045.0,625.6735159817351
Hampton-Beaumaris,Jun,2010,Other properties,141.0,35990.0,255.24822695035462
Hampton-Beaumaris,Jun,2011,flat,462.0,190175.0,411.63419913419915
Hampton-Beaumaris,Jun,2011,house,450.0,294655.0,654.7888888888889
Hampton-Beaumaris,Jun,2011,Other properties,120.0,18786.0,156.55
Hampton-Beaumaris,Jun,2012,flat,534.0,222245.0,416.18913857677904
Hampton-Beaumaris,Jun,2012,house,470.0,320550.0,682.0212765957447
Hampton-Beaumaris,Jun,2012,Other properties,139.0,28705.0,206.5107913669065
Hampton-Beaumaris,Jun,2013,flat,587.0,240540.0,409.778534923339
Hampton-Beaumaris,Jun,2013,house,453.0,317337.0,700.523178807947
Hampton-Beaumaris,Jun,2013,Other properties,118.0,15333.0,129.9406779661017
Hampton-Beaumaris,Jun,2014,flat,624.0,268956.0,431.0192307692308
Hampton-Beaumaris,Jun,2014,house,448.0,314440.0,701.875
Hampton-Beaumaris,Jun,2014,Other properties,109.0,7104.0,65.1743119266055
Hampton-Beaumaris,Jun,2015,flat,744.0,314100.0,422.1774193548387
Hampton-Beaumaris,Jun,2015,house,441.0,329282.0,746.6712018140589
Hampton-Beaumaris,Jun,2015,Other properties,131.0,8038.0,61.3587786259542
Hampton-Beaumaris,Jun,2016,flat,673.0,294645.0,437.8083209509658
Hampton-Beaumaris,Jun,2016,house,463.0,357905.0,773.0129589632829
Hampton-Beaumaris,Jun,2016,Other properties,118.0,5800.0,49.152542372881356
Hampton-Beaumaris,Jun,2017,flat,719.0,325525.0,452.7468706536857
Hampton-Beaumaris,Jun,2017,house,460.0,367495.0,798.9021739130435
Hampton-Beaumaris,Jun,2017,Other properties,77.0,-33620.0,-436.6233766233766
Hampton-Beaumaris,Jun,2018,flat,678.0,317500.0,468.28908554572274
Hampton-Beaumaris,Jun,2018,house,445.0,365505.0,821.3595505617977
Hampton-Beaumaris,Jun,2018,Other properties,118.0,-455.0,-3.8559322033898304
Hampton-Beaumaris,Jun,2019,flat,625.0,305500.0,488.8
Hampton-Beaumaris,Jun,2019,house,436.0,354910.0,814.0137614678899
Hampton-Beaumaris,Jun,2019,Other properties,128.0,47045.0,367.5390625
Hampton-Beaumaris,Jun,2020,flat,684.0,343235.0,501.80555555555554
Hampton-Beaumaris,Jun,2020,house,434.0,345565.0,796.2327188940092
Hampton-Beaumaris,Jun,2020,Other properties,152.0,54150.0,356.25
Hampton-Beaumaris,Jun,2021,flat,674.0,330910.0,490.96439169139467
Hampton-Beaumaris,Jun,2021,house,404.0,336100.0,831.9306930693069
Hampton-Beaumaris,Jun,2021,Other properties,117.0,38040.0,325.12820512820514
Hampton-Beaumaris,Jun,2022,flat,646.0,321200.0,497.2136222910217
Hampton-Beaumaris,Jun,2022,house,433.0,381502.0,881.0669745958429
Hampton-Beaumaris,Jun,2022,Other properties,112.0,11898.0,106.23214285714286
Hampton-Beaumaris,Mar,2000,flat,345.0,73665.0,213.52173913043478
Hampton-Beaumaris,Mar,2000,house,404.0,130311.0,322.5519801980198
Hampton-Beaumaris,Mar,2000,Other properties,91.0,22824.0,250.8131868131868
Hampton-Beaumaris,Mar,2001,flat,355.0,82470.0,232.30985915492957
Hampton-Beaumaris,Mar,2001,house,466.0,168740.0,362.1030042918455
Hampton-Beaumaris,Mar,2001,Other properties,99.0,15590.0,157.4747474747475
Hampton-Beaumaris,Mar,2002,flat,386.0,91080.0,235.95854922279793
Hampton-Beaumaris,Mar,2002,house,455.0,175128.0,384.8967032967033
Hampton-Beaumaris,Mar,2002,Other properties,107.0,8712.0,81.42056074766356
Hampton-Beaumaris,Mar,2003,flat,391.0,94215.0,240.95907928388746
Hampton-Beaumaris,Mar,2003,house,430.0,165158.0,384.0883720930233
Hampton-Beaumaris,Mar,2003,Other properties,114.0,21127.0,185.32456140350877
Hampton-Beaumaris,Mar,2004,flat,402.0,103650.0,257.8358208955224
Hampton-Beaumaris,Mar,2004,house,453.0,173922.0,383.9337748344371
Hampton-Beaumaris,Mar,2004,Other properties,98.0,17858.0,182.22448979591837
Hampton-Beaumaris,Mar,2005,flat,415.0,105220.0,253.5421686746988
Hampton-Beaumaris,Mar,2005,house,397.0,164815.0,415.15113350125944
Hampton-Beaumaris,Mar,2005,Other properties,86.0,8345.0,97.03488372093024
Hampton-Beaumaris,Mar,2006,flat,424.0,118163.0,278.686320754717
Hampton-Beaumaris,Mar,2006,house,392.0,172365.0,439.7066326530612
Hampton-Beaumaris,Mar,2006,Other properties,128.0,30432.0,237.75
Hampton-Beaumaris,Mar,2007,flat,392.0,118721.0,302.859693877551
Hampton-Beaumaris,Mar,2007,house,358.0,175624.0,490.5698324022346
Hampton-Beaumaris,Mar,2007,Other properties,120.0,31905.0,265.875
Hampton-Beaumaris,Mar,2008,flat,381.0,129140.0,338.9501312335958
Hampton-Beaumaris,Mar,2008,house,396.0,216900.0,547.7272727272727
Hampton-Beaumaris,Mar,2008,Other properties,146.0,41620.0,285.06849315068496
Hampton-Beaumaris,Mar,2009,flat,399.0,146180.0,366.36591478696744
Hampton-Beaumaris,Mar,2009,house,424.0,248030.0,584.9764150943396
Hampton-Beaumaris,Mar,2009,Other properties,139.0,38690.0,278.3453237410072
Hampton-Beaumaris,Mar,2010,flat,380.0,142740.0,375.63157894736844
Hampton-Beaumaris,Mar,2010,house,440.0,276235.0,627.8068181818181
Hampton-Beaumaris,Mar,2010,Other properties,148.0,40825.0,275.8445945945946
Hampton-Beaumaris,Mar,2011,flat,455.0,187332.0,411.7186813186813
Hampton-Beaumaris,Mar,2011,house,438.0,280437.0,640.2671232876712
Hampton-Beaumaris,Mar,2011,Other properties,127.0,21831.0,171.89763779527559
Hampton-Beaumaris,Mar,2012,flat,526.0,215895.0,410.4467680608365
Hampton-Beaumaris,Mar,2012,house,478.0,313875.0,656.6422594142259
Hampton-Beaumaris,Mar,2012,Other properties,144.0,44230.0,307.15277777777777
Hampton-Beaumaris,Mar,2013,flat,581.0,242207.0,416.87951807228916
Hampton-Beaumaris,Mar,2013,house,451.0,325722.0,722.2217294900222
Hampton-Beaumaris,Mar,2013,Other properties,119.0,1816.0,15.260504201680673
Hampton-Beaumaris,Mar,2014,flat,599.0,256518.0,428.24373956594326
Hampton-Beaumaris,Mar,2014,house,449.0,317500.0,707.1269487750557
Hampton-Beaumaris,Mar,2014,Other properties,110.0,4982.0,45.29090909090909
Hampton-Beaumaris,Mar,2015,flat,702.0,301940.0,430.1139601139601
Hampton-Beaumaris,Mar,2015,house,443.0,323624.0,730.528216704289
Hampton-Beaumaris,Mar,2015,Other properties,130.0,11936.0,91.81538461538462
Hampton-Beaumaris,Mar,2016,flat,711.0,303210.0,426.45569620253167
Hampton-Beaumaris,Mar,2016,house,462.0,353340.0,764.8051948051948
Hampton-Beaumaris,Mar,2016,Other properties,110.0,-2220.0,-20.181818181818183
Hampton-Beaumaris,Mar,2017,flat,709.0,318450.0,449.1537376586742
Hampton-Beaumaris,Mar,2017,house,456.0,364410.0,799.1447368421053
Hampton-Beaumaris,Mar,2017,Other properties,94.0,-21885.0,-232.81914893617022
Hampton-Beaumaris,Mar,2018,flat,653.0,302375.0,463.0551301684533
Hampton-Beaumaris,Mar,2018,house,453.0,361400.0,797.7924944812362
Hampton-Beaumaris,Mar,2018,Other properties,104.0,1725.0,16.58653846153846
Hampton-Beaumaris,Mar,2019,flat,666.0,321816.0,483.2072072072072
Hampton-Beaumaris,Mar,2019,house,434.0,350120.0,806.7281105990784
Hampton-Beaumaris,Mar,2019,Other properties,125.0,32439.0,259.512
Hampton-Beaumaris,Mar,2020,flat,675.0,336250.0,498.14814814814815
Hampton-Beaumaris,Mar,2020,house,433.0,348710.0,805.3348729792148
Hampton-Beaumaris,Mar,2020,Other properties,151.0,64145.0,424.80132450331126
Hampton-Beaumaris,Mar,2021,flat,664.0,323614.0,487.37048192771084
Hampton-Beaumaris,Mar,2021,house,427.0,345430.0,808.9695550351288
Hampton-Beaumaris,Mar,2021,Other properties,123.0,41146.0,334.520325203252
Hampton-Beaumaris,Mar,2022,flat,659.0,326950.0,496.13050075872536
Hampton-Beaumaris,Mar,2022,house,420.0,371200.0,883.8095238095239
Hampton-Beaumaris,Mar,2022,Other properties,111.0,13470.0,121.35135135135135
Hampton-Beaumaris,Mar,2023,flat,605.0,316328.0,522.8561983471075
Hampton-Beaumaris,Mar,2023,house,364.0,330983.0,909.2939560439561
Hampton-Beaumaris,Mar,2023,Other properties,88.0,18599.0,211.35227272727272
Hampton-Beaumaris,Sep,2000,flat,350.0,77790.0,222.25714285714287
Hampton-Beaumaris,Sep,2000,house,439.0,148760.0,338.8610478359909
Hampton-Beaumaris,Sep,2000,Other properties,84.0,17890.0,212.97619047619048
Hampton-Beaumaris,Sep,2001,flat,356.0,82455.0,231.61516853932585
Hampton-Beaumaris,Sep,2001,house,459.0,173640.0,378.30065359477123
Hampton-Beaumaris,Sep,2001,Other properties,113.0,17665.0,156.32743362831857
Hampton-Beaumaris,Sep,2002,flat,379.0,88940.0,234.67018469656992
Hampton-Beaumaris,Sep,2002,house,461.0,176356.0,382.5509761388286
Hampton-Beaumaris,Sep,2002,Other properties,121.0,23004.0,190.11570247933884
Hampton-Beaumaris,Sep,2003,flat,431.0,110239.0,255.77494199535963
Hampton-Beaumaris,Sep,2003,house,460.0,172200.0,374.3478260869565
Hampton-Beaumaris,Sep,2003,Other properties,98.0,14261.0,145.5204081632653
Hampton-Beaumaris,Sep,2004,flat,373.0,95135.0,255.05361930294907
Hampton-Beaumaris,Sep,2004,house,375.0,154319.0,411.51733333333334
Hampton-Beaumaris,Sep,2004,Other properties,87.0,13571.0,155.98850574712642
Hampton-Beaumaris,Sep,2005,flat,446.0,119554.0,268.05829596412553
Hampton-Beaumaris,Sep,2005,house,433.0,186858.0,431.54272517321016
Hampton-Beaumaris,Sep,2005,Other properties,112.0,20618.0,184.08928571428572
Hampton-Beaumaris,Sep,2006,flat,389.0,110760.0,284.7300771208226
Hampton-Beaumaris,Sep,2006,house,371.0,167012.0,450.16711590296495
Hampton-Beaumaris,Sep,2006,Other properties,126.0,32328.0,256.57142857142856
Hampton-Beaumaris,Sep,2007,flat,388.0,122040.0,314.5360824742268
Hampton-Beaumaris,Sep,2007,house,366.0,190450.0,520.3551912568306
Hampton-Beaumaris,Sep,2007,Other properties,123.0,38310.0,311.4634146341463
Hampton-Beaumaris,Sep,2008,flat,410.0,145990.0,356.0731707317073
Hampton-Beaumaris,Sep,2008,house,389.0,219760.0,564.9357326478149
Hampton-Beaumaris,Sep,2008,Other properties,153.0,34090.0,222.81045751633988
Hampton-Beaumaris,Sep,2009,flat,384.0,138400.0,360.4166666666667
Hampton-Beaumaris,Sep,2009,house,452.0,266293.0,589.1438053097345
Hampton-Beaumaris,Sep,2009,Other properties,144.0,36307.0,252.13194444444446
Hampton-Beaumaris,Sep,2010,flat,416.0,164400.0,395.1923076923077
Hampton-Beaumaris,Sep,2010,house,437.0,279268.0,639.0572082379863
Hampton-Beaumaris,Sep,2010,Other properties,135.0,30572.0,226.45925925925926
Hampton-Beaumaris,Sep,2011,flat,475.0,197150.0,415.05263157894734
Hampton-Beaumaris,Sep,2011,house,450.0,292443.0,649.8733333333333
Hampton-Beaumaris,Sep,2011,Other properties,128.0,31642.0,247.203125
Hampton-Beaumaris,Sep,2012,flat,559.0,232590.0,416.08228980322
Hampton-Beaumaris,Sep,2012,house,484.0,339752.0,701.9669421487604
Hampton-Beaumaris,Sep,2012,Other properties,138.0,18158.0,131.57971014492753
Hampton-Beaumaris,Sep,2013,flat,585.0,242155.0,413.94017094017096
Hampton-Beaumaris,Sep,2013,house,452.0,315644.0,698.3274336283185
Hampton-Beaumaris,Sep,2013,Other properties,111.0,10461.0,94.24324324324324
Hampton-Beaumaris,Sep,2014,flat,606.0,261510.0,431.53465346534654
Hampton-Beaumaris,Sep,2014,house,447.0,322572.0,721.6375838926175
Hampton-Beaumaris,Sep,2014,Other properties,126.0,34893.0,276.92857142857144
Hampton-Beaumaris,Sep,2015,flat,783.0,331130.0,422.8991060025543
Hampton-Beaumaris,Sep,2015,house,436.0,323300.0,741.5137614678899
Hampton-Beaumaris,Sep,2015,Other properties,123.0,3150.0,25.609756097560975
Hampton-Beaumaris,Sep,2016,flat,724.0,326145.0,450.47651933701655
Hampton-Beaumaris,Sep,2016,house,463.0,365037.0,788.4168466522679
Hampton-Beaumaris,Sep,2016,Other properties,99.0,-23748.0,-239.87878787878788
Hampton-Beaumaris,Sep,2017,flat,652.0,296698.0,455.05828220858893
Hampton-Beaumaris,Sep,2017,house,454.0,363402.0,800.4449339207049
Hampton-Beaumaris,Sep,2017,Other properties,90.0,-2300.0,-25.555555555555557
Hampton-Beaumaris,Sep,2018,flat,667.0,318060.0,476.8515742128936
Hampton-Beaumaris,Sep,2018,house,445.0,363761.0,817.4404494382022
Hampton-Beaumaris,Sep,2018,Other properties,117.0,18709.0,159.9059829059829
Hampton-Beaumaris,Sep,2019,flat,626.0,303365.0,484.6086261980831
Hampton-Beaumaris,Sep,2019,house,431.0,346330.0,803.5498839907193
Hampton-Beaumaris,Sep,2019,Other properties,144.0,46885.0,325.59027777777777
Hampton-Beaumaris,Sep,2020,flat,641.0,319505.0,498.4477379095164
Hampton-Beaumaris,Sep,2020,house,431.0,343090.0,796.0324825986079
Hampton-Beaumaris,Sep,2020,Other properties,129.0,52000.0,403.1007751937984
Hampton-Beaumaris,Sep,2021,flat,743.0,365230.0,491.56123822341857
Hampton-Beaumaris,Sep,2021,house,397.0,341350.0,859.823677581864
Hampton-Beaumaris,Sep,2021,Other properties,121.0,24800.0,204.95867768595042
Hampton-Beaumaris,Sep,2022,flat,637.0,319140.0,501.00470957613817
Hampton-Beaumaris,Sep,2022,house,429.0,384172.0,895.5058275058275
Hampton-Beaumaris,Sep,2022,Other properties,108.0,1088.0,10.074074074074074
Hastings-Flinders,Dec,2000,flat,260.0,33275.0,127.98076923076923
Hastings-Flinders,Dec,2000,house,516.0,83540.0,161.89922480620154
Hastings-Flinders,Dec,2000,Other properties,36.0,4985.0,138.47222222222223
Hastings-Flinders,Dec,2001,flat,221.0,28830.0,130.45248868778282
Hastings-Flinders,Dec,2001,house,532.0,89010.0,167.31203007518798
Hastings-Flinders,Dec,2001,Other properties,16.0,1355.0,84.6875
Hastings-Flinders,Dec,2003,flat,430.0,62299.0,144.8813953488372
Hastings-Flinders,Dec,2003,house,1228.0,227876.0,185.56677524429966
Hastings-Flinders,Dec,2003,Other properties,60.0,10845.0,180.75
Hastings-Flinders,Dec,2004,flat,230.0,35650.0,155.0
Hastings-Flinders,Dec,2004,house,576.0,112855.0,195.92881944444446
Hastings-Flinders,Dec,2004,Other properties,25.0,5230.0,209.2
Hastings-Flinders,Dec,2005,flat,234.0,39105.0,167.1153846153846
Hastings-Flinders,Dec,2005,house,608.0,124365.0,204.54769736842104
Hastings-Flinders,Dec,2005,Other properties,30.0,2210.0,73.66666666666667
Hastings-Flinders,Dec,2006,flat,219.0,37140.0,169.58904109589042
Hastings-Flinders,Dec,2006,house,570.0,123830.0,217.24561403508773
Hastings-Flinders,Dec,2006,Other properties,51.0,7030.0,137.84313725490196
Hastings-Flinders,Dec,2007,flat,265.0,52108.0,196.63396226415094
Hastings-Flinders,Dec,2007,house,560.0,131219.0,234.31964285714287
Hastings-Flinders,Dec,2007,Other properties,68.0,13133.0,193.13235294117646
Hastings-Flinders,Dec,2008,flat,263.0,58530.0,222.54752851711027
Hastings-Flinders,Dec,2008,house,549.0,142823.0,260.1511839708561
Hastings-Flinders,Dec,2008,Other properties,73.0,19897.0,272.56164383561645
Hastings-Flinders,Dec,2009,flat,298.0,74260.0,249.19463087248323
Hastings-Flinders,Dec,2009,house,558.0,156810.0,281.02150537634407
Hastings-Flinders,Dec,2009,Other properties,58.0,15710.0,270.86206896551727
Hastings-Flinders,Dec,2010,flat,288.0,75100.0,260.7638888888889
Hastings-Flinders,Dec,2010,house,610.0,183869.0,301.42459016393445
Hastings-Flinders,Dec,2010,Other properties,61.0,9551.0,156.5737704918033
Hastings-Flinders,Dec,2011,flat,302.0,82120.0,271.9205298013245
Hastings-Flinders,Dec,2011,house,683.0,218258.0,319.5578330893119
Hastings-Flinders,Dec,2011,Other properties,50.0,10122.0,202.44
Hastings-Flinders,Dec,2012,flat,383.0,106964.0,279.2793733681462
Hastings-Flinders,Dec,2012,house,682.0,218500.0,320.38123167155425
Hastings-Flinders,Dec,2012,Other properties,54.0,10236.0,189.55555555555554
Hastings-Flinders,Dec,2013,flat,414.0,114833.0,277.3743961352657
Hastings-Flinders,Dec,2013,house,647.0,215740.0,333.4466769706337
Hastings-Flinders,Dec,2013,Other properties,65.0,8353.0,128.5076923076923
Hastings-Flinders,Dec,2014,flat,415.0,122826.0,295.96626506024097
Hastings-Flinders,Dec,2014,house,629.0,213035.0,338.6883942766296
Hastings-Flinders,Dec,2014,Other properties,68.0,19979.0,293.80882352941177
Hastings-Flinders,Dec,2015,flat,360.0,104488.0,290.24444444444447
