Suburb,Month,Year,Property Type,Count,Total_Price,Median
Box Hill,Sep,2015,flat,1315.0,449390.0,341.7414448669202
Box Hill,Sep,2015,house,429.0,191252.0,445.8088578088578
Box Hill,Sep,2015,Other properties,155.0,80978.0,522.4387096774194
Box Hill,Sep,2016,flat,1494.0,536360.0,359.00937081659976
Box Hill,Sep,2016,house,558.0,260720.0,467.24014336917566
Box Hill,Sep,2016,Other properties,91.0,49405.0,542.9120879120879
Box Hill,Sep,2017,flat,1547.0,562580.0,363.65869424692954
Box Hill,Sep,2017,house,533.0,257975.0,484.00562851782365
Box Hill,Sep,2017,Other properties,169.0,90290.0,534.2603550295858
Box Hill,Sep,2018,flat,2026.0,831804.0,410.56465942744325
Box Hill,Sep,2018,house,528.0,264350.0,500.6628787878788
Box Hill,Sep,2018,Other properties,164.0,99766.0,608.329268292683
Box Hill,Sep,2019,flat,1768.0,723820.0,409.4004524886878
Box Hill,Sep,2019,house,536.0,274846.0,512.7723880597015
Box Hill,Sep,2019,Other properties,223.0,138484.0,621.0044843049327
Box Hill,Sep,2020,flat,1987.0,812467.0,408.89129340714646
Box Hill,Sep,2020,house,433.0,219190.0,506.21247113163975
Box Hill,Sep,2020,Other properties,205.0,110218.0,537.6487804878049
Box Hill,Sep,2021,flat,2258.0,871380.0,385.90788308237376
Box Hill,Sep,2021,house,456.0,227560.0,499.03508771929825
Box Hill,Sep,2021,Other properties,261.0,91060.0,348.8888888888889
Box Hill,Sep,2022,flat,2302.0,917200.0,398.4361424847958
Box Hill,Sep,2022,house,503.0,266665.0,530.1491053677933
Box Hill,Sep,2022,Other properties,239.0,125055.0,523.2426778242677
Brighton,Dec,2000,flat,376.0,93120.0,247.6595744680851
Brighton,Dec,2000,house,313.0,139560.0,445.8785942492013
Brighton,Dec,2000,Other properties,124.0,19350.0,156.0483870967742
Brighton,Dec,2001,flat,324.0,86060.0,265.61728395061726
Brighton,Dec,2001,house,312.0,137185.0,439.6955128205128
Brighton,Dec,2001,Other properties,110.0,19205.0,174.5909090909091
Brighton,Dec,2003,flat,663.0,179480.0,270.70889894419304
Brighton,Dec,2003,house,590.0,303815.0,514.9406779661017
Brighton,Dec,2003,Other properties,293.0,41525.0,141.7235494880546
Brighton,Dec,2004,flat,351.0,98220.0,279.8290598290598
Brighton,Dec,2004,house,272.0,140864.0,517.8823529411765
Brighton,Dec,2004,Other properties,102.0,14666.0,143.7843137254902
Brighton,Dec,2005,flat,330.0,99710.0,302.1515151515151
Brighton,Dec,2005,house,268.0,150950.0,563.2462686567164
Brighton,Dec,2005,Other properties,80.0,3590.0,44.875
Brighton,Dec,2006,flat,287.0,93590.0,326.0975609756098
Brighton,Dec,2006,house,231.0,141426.0,612.2337662337662
Brighton,Dec,2006,Other properties,96.0,21636.0,225.375
Brighton,Dec,2007,flat,335.0,121310.0,362.1194029850746
Brighton,Dec,2007,house,224.0,151875.0,678.0133928571429
Brighton,Dec,2007,Other properties,94.0,14135.0,150.37234042553192
Brighton,Dec,2008,flat,320.0,126554.0,395.48125
Brighton,Dec,2008,house,298.0,215896.0,724.48322147651
Brighton,Dec,2008,Other properties,117.0,21375.0,182.69230769230768
Brighton,Dec,2009,flat,328.0,139600.0,425.609756097561
Brighton,Dec,2009,house,270.0,201440.0,746.074074074074
Brighton,Dec,2009,Other properties,144.0,67060.0,465.69444444444446
Brighton,Dec,2010,flat,326.0,145360.0,445.88957055214723
Brighton,Dec,2010,house,284.0,225965.0,795.6514084507043
Brighton,Dec,2010,Other properties,120.0,30175.0,251.45833333333334
Brighton,Dec,2011,flat,411.0,197214.0,479.83941605839414
Brighton,Dec,2011,house,281.0,234840.0,835.729537366548
Brighton,Dec,2011,Other properties,120.0,47026.0,391.8833333333333
Brighton,Dec,2012,flat,417.0,207405.0,497.37410071942446
Brighton,Dec,2012,house,280.0,243544.0,869.8
Brighton,Dec,2012,Other properties,122.0,44546.0,365.1311475409836
Brighton,Dec,2013,flat,403.0,209416.0,519.6426799007444
Brighton,Dec,2013,house,282.0,255105.0,904.6276595744681
Brighton,Dec,2013,Other properties,122.0,43889.0,359.74590163934425
Brighton,Dec,2014,flat,579.0,297240.0,513.3678756476684
Brighton,Dec,2014,house,294.0,270075.0,918.6224489795918
Brighton,Dec,2014,Other properties,119.0,26893.0,225.99159663865547
Brighton,Dec,2015,flat,478.0,254136.0,531.6652719665271
Brighton,Dec,2015,house,279.0,255895.0,917.1863799283154
Brighton,Dec,2015,Other properties,111.0,45489.0,409.81081081081084
Brighton,Dec,2016,flat,645.0,338330.0,524.5426356589147
Brighton,Dec,2016,house,267.0,261950.0,981.0861423220974
Brighton,Dec,2016,Other properties,100.0,-13320.0,-133.2
Brighton,Dec,2017,flat,558.0,311335.0,557.9480286738351
Brighton,Dec,2017,house,265.0,277598.0,1047.5396226415094
Brighton,Dec,2017,Other properties,99.0,10367.0,104.71717171717172
Brighton,Dec,2018,flat,587.0,329595.0,561.4906303236797
Brighton,Dec,2018,house,275.0,280027.0,1018.28
Brighton,Dec,2018,Other properties,103.0,-1672.0,-16.233009708737864
Brighton,Dec,2019,flat,543.0,308500.0,568.1399631675874
Brighton,Dec,2019,house,266.0,273077.0,1026.6052631578948
Brighton,Dec,2019,Other properties,129.0,42193.0,327.07751937984494
Brighton,Dec,2020,flat,536.0,304190.0,567.5186567164179
Brighton,Dec,2020,house,256.0,250900.0,980.078125
Brighton,Dec,2020,Other properties,121.0,61185.0,505.6611570247934
Brighton,Dec,2021,flat,591.0,335490.0,567.6649746192893
Brighton,Dec,2021,house,240.0,253780.0,1057.4166666666667
Brighton,Dec,2021,Other properties,105.0,31298.0,298.0761904761905
Brighton,Dec,2022,flat,536.0,317450.0,592.2574626865671
Brighton,Dec,2022,house,230.0,261490.0,1136.9130434782608
Brighton,Dec,2022,Other properties,111.0,17420.0,156.93693693693695
Brighton,Jun,2000,flat,349.0,85968.0,246.3266475644699
Brighton,Jun,2000,house,300.0,132303.0,441.01
Brighton,Jun,2000,Other properties,119.0,12129.0,101.92436974789916
Brighton,Jun,2001,flat,357.0,93210.0,261.0924369747899
Brighton,Jun,2001,house,299.0,128882.0,431.04347826086956
Brighton,Jun,2001,Other properties,116.0,17228.0,148.51724137931035
Brighton,Jun,2002,flat,326.0,87212.0,267.52147239263803
Brighton,Jun,2002,house,317.0,148670.0,468.99053627760253
Brighton,Jun,2002,Other properties,138.0,17943.0,130.02173913043478
Brighton,Jun,2003,flat,341.0,91540.0,268.4457478005865
Brighton,Jun,2003,house,304.0,156660.0,515.328947368421
Brighton,Jun,2003,Other properties,151.0,14480.0,95.89403973509934
Brighton,Jun,2004,flat,314.0,86980.0,277.0063694267516
Brighton,Jun,2004,house,264.0,136938.0,518.7045454545455
Brighton,Jun,2004,Other properties,116.0,18982.0,163.63793103448276
Brighton,Jun,2005,flat,362.0,104400.0,288.3977900552486
Brighton,Jun,2005,house,270.0,140455.0,520.2037037037037
Brighton,Jun,2005,Other properties,95.0,9595.0,101.0
Brighton,Jun,2006,flat,306.0,95140.0,310.91503267973854
Brighton,Jun,2006,house,258.0,155194.0,601.5271317829457
Brighton,Jun,2006,Other properties,77.0,-344.0,-4.467532467532467
Brighton,Jun,2007,flat,306.0,103073.0,336.83986928104576
Brighton,Jun,2007,house,223.0,137925.0,618.4977578475336
Brighton,Jun,2007,Other properties,107.0,29302.0,273.85046728971963
Brighton,Jun,2008,flat,333.0,124275.0,373.1981981981982
Brighton,Jun,2008,house,260.0,183548.0,705.9538461538461
Brighton,Jun,2008,Other properties,92.0,14127.0,153.55434782608697
Brighton,Jun,2009,flat,323.0,134980.0,417.89473684210526
Brighton,Jun,2009,house,298.0,213425.0,716.1912751677852
Brighton,Jun,2009,Other properties,122.0,37955.0,311.10655737704917
Brighton,Jun,2010,flat,318.0,133980.0,421.3207547169811
Brighton,Jun,2010,house,275.0,215525.0,783.7272727272727
Brighton,Jun,2010,Other properties,140.0,53645.0,383.17857142857144
Brighton,Jun,2011,flat,358.0,166105.0,463.9804469273743
Brighton,Jun,2011,house,288.0,234150.0,813.0208333333334
Brighton,Jun,2011,Other properties,139.0,58970.0,424.24460431654677
Brighton,Jun,2012,flat,431.0,213420.0,495.17401392111367
Brighton,Jun,2012,house,249.0,210025.0,843.4738955823293
Brighton,Jun,2012,Other properties,108.0,41475.0,384.02777777777777
Brighton,Jun,2013,flat,413.0,211915.0,513.1113801452784
Brighton,Jun,2013,house,292.0,270320.0,925.7534246575342
Brighton,Jun,2013,Other properties,113.0,37195.0,329.1592920353982
Brighton,Jun,2014,flat,493.0,257991.0,523.3083164300203
Brighton,Jun,2014,house,292.0,255245.0,874.1267123287671
Brighton,Jun,2014,Other properties,126.0,33364.0,264.7936507936508
Brighton,Jun,2015,flat,517.0,269260.0,520.8123791102514
Brighton,Jun,2015,house,277.0,258300.0,932.4909747292419
Brighton,Jun,2015,Other properties,125.0,51410.0,411.28
Brighton,Jun,2016,flat,527.0,282445.0,535.9487666034156
Brighton,Jun,2016,house,286.0,267860.0,936.5734265734266
Brighton,Jun,2016,Other properties,117.0,7695.0,65.76923076923077
Brighton,Jun,2017,flat,630.0,335025.0,531.7857142857143
Brighton,Jun,2017,house,272.0,276896.0,1018.0
Brighton,Jun,2017,Other properties,76.0,-30011.0,-394.88157894736844
Brighton,Jun,2018,flat,574.0,319970.0,557.439024390244
Brighton,Jun,2018,house,250.0,264213.0,1056.852
Brighton,Jun,2018,Other properties,105.0,19667.0,187.3047619047619
Brighton,Jun,2019,flat,596.0,336200.0,564.0939597315436
Brighton,Jun,2019,house,283.0,284270.0,1004.4876325088339
Brighton,Jun,2019,Other properties,117.0,26930.0,230.17094017094018
Brighton,Jun,2020,flat,496.0,285886.0,576.383064516129
Brighton,Jun,2020,house,246.0,254300.0,1033.739837398374
Brighton,Jun,2020,Other properties,120.0,45974.0,383.1166666666667
Brighton,Jun,2021,flat,604.0,339360.0,561.8543046357615
Brighton,Jun,2021,house,269.0,269032.0,1000.1189591078067
Brighton,Jun,2021,Other properties,117.0,38078.0,325.45299145299145
Brighton,Jun,2022,flat,558.0,319440.0,572.4731182795699
Brighton,Jun,2022,house,234.0,255680.0,1092.6495726495727
Brighton,Jun,2022,Other properties,106.0,26540.0,250.37735849056602
Brighton,Mar,2000,flat,333.0,80955.0,243.1081081081081
Brighton,Mar,2000,house,298.0,127684.0,428.4697986577181
Brighton,Mar,2000,Other properties,116.0,15461.0,133.2844827586207
Brighton,Mar,2001,flat,374.0,96718.0,258.60427807486633
Brighton,Mar,2001,house,308.0,133296.0,432.7792207792208
Brighton,Mar,2001,Other properties,126.0,20466.0,162.42857142857142
Brighton,Mar,2002,flat,321.0,84886.0,264.44236760124613
Brighton,Mar,2002,house,316.0,143730.0,454.84177215189874
Brighton,Mar,2002,Other properties,120.0,17409.0,145.075
Brighton,Mar,2003,flat,333.0,89400.0,268.4684684684685
Brighton,Mar,2003,house,317.0,161520.0,509.52681388012616
Brighton,Mar,2003,Other properties,156.0,17478.0,112.03846153846153
Brighton,Mar,2004,flat,338.0,90730.0,268.43195266272187
Brighton,Mar,2004,house,260.0,134904.0,518.8615384615384
Brighton,Mar,2004,Other properties,126.0,27766.0,220.36507936507937
Brighton,Mar,2005,flat,352.0,100360.0,285.1136363636364
Brighton,Mar,2005,house,270.0,140045.0,518.6851851851852
Brighton,Mar,2005,Other properties,90.0,8795.0,97.72222222222223
Brighton,Mar,2006,flat,319.0,98568.0,308.99059561128524
Brighton,Mar,2006,house,260.0,147400.0,566.9230769230769
Brighton,Mar,2006,Other properties,84.0,5972.0,71.0952380952381
Brighton,Mar,2007,flat,298.0,98350.0,330.03355704697987
Brighton,Mar,2007,house,228.0,144880.0,635.438596491228
Brighton,Mar,2007,Other properties,102.0,23670.0,232.05882352941177
Brighton,Mar,2008,flat,323.0,119860.0,371.08359133126936
Brighton,Mar,2008,house,243.0,171917.0,707.477366255144
Brighton,Mar,2008,Other properties,94.0,11823.0,125.77659574468085
Brighton,Mar,2009,flat,332.0,135510.0,408.16265060240966
Brighton,Mar,2009,house,300.0,213075.0,710.25
Brighton,Mar,2009,Other properties,110.0,22415.0,203.77272727272728
Brighton,Mar,2010,flat,310.0,134740.0,434.64516129032256
Brighton,Mar,2010,house,267.0,206864.0,774.7715355805243
Brighton,Mar,2010,Other properties,146.0,56046.0,383.8767123287671
Brighton,Mar,2011,flat,347.0,156890.0,452.13256484149855
Brighton,Mar,2011,house,288.0,233370.0,810.3125
Brighton,Mar,2011,Other properties,130.0,30490.0,234.53846153846155
Brighton,Mar,2012,flat,416.0,201160.0,483.5576923076923
Brighton,Mar,2012,house,269.0,227937.0,847.3494423791822
Brighton,Mar,2012,Other properties,116.0,47498.0,409.4655172413793
Brighton,Mar,2013,flat,419.0,214987.0,513.0954653937947
Brighton,Mar,2013,house,276.0,245810.0,890.6159420289855
Brighton,Mar,2013,Other properties,118.0,47328.0,401.08474576271186
Brighton,Mar,2014,flat,476.0,248820.0,522.7310924369748
Brighton,Mar,2014,house,296.0,261018.0,881.8175675675676
Brighton,Mar,2014,Other properties,131.0,31962.0,243.98473282442748
Brighton,Mar,2015,flat,528.0,273215.0,517.4526515151515
Brighton,Mar,2015,house,280.0,263474.0,940.9785714285714
Brighton,Mar,2015,Other properties,115.0,35571.0,309.31304347826085
Brighton,Mar,2016,flat,501.0,263105.0,525.1596806387225
Brighton,Mar,2016,house,281.0,258381.0,919.5053380782919
Brighton,Mar,2016,Other properties,109.0,13114.0,120.31192660550458
Brighton,Mar,2017,flat,639.0,340048.0,532.1564945226917
Brighton,Mar,2017,house,284.0,296715.0,1044.7711267605634
Brighton,Mar,2017,Other properties,96.0,-25363.0,-264.1979166666667
Brighton,Mar,2018,flat,555.0,312572.0,563.1927927927928
Brighton,Mar,2018,house,250.0,260775.0,1043.1
Brighton,Mar,2018,Other properties,95.0,11653.0,122.66315789473684
Brighton,Mar,2019,flat,609.0,343350.0,563.7931034482758
Brighton,Mar,2019,house,280.0,282400.0,1008.5714285714286
Brighton,Mar,2019,Other properties,121.0,20650.0,170.6611570247934
Brighton,Mar,2020,flat,511.0,295510.0,578.2974559686888
Brighton,Mar,2020,house,254.0,264372.0,1040.8346456692914
Brighton,Mar,2020,Other properties,119.0,48310.0,405.96638655462186
Brighton,Mar,2021,flat,552.0,311030.0,563.4601449275362
Brighton,Mar,2021,house,267.0,262348.0,982.5767790262172
Brighton,Mar,2021,Other properties,115.0,52402.0,455.6695652173913
Brighton,Mar,2022,flat,611.0,347750.0,569.1489361702128
Brighton,Mar,2022,house,229.0,247564.0,1081.0655021834061
Brighton,Mar,2022,Other properties,109.0,21536.0,197.57798165137615
Brighton,Mar,2023,flat,472.0,295785.0,626.6631355932203
Brighton,Mar,2023,house,227.0,258250.0,1137.6651982378855
Brighton,Mar,2023,Other properties,109.0,31765.0,291.42201834862385
Brighton,Sep,2000,flat,358.0,86900.0,242.73743016759778
Brighton,Sep,2000,house,318.0,140406.0,441.52830188679246
Brighton,Sep,2000,Other properties,137.0,16594.0,121.12408759124088
Brighton,Sep,2001,flat,353.0,93410.0,264.61756373937675
Brighton,Sep,2001,house,297.0,128970.0,434.24242424242425
Brighton,Sep,2001,Other properties,102.0,16756.0,164.27450980392157
Brighton,Sep,2002,flat,319.0,86146.0,270.05015673981194
Brighton,Sep,2002,house,322.0,156660.0,486.5217391304348
Brighton,Sep,2002,Other properties,158.0,16869.0,106.76582278481013
Brighton,Sep,2003,flat,341.0,92625.0,271.6275659824047
Brighton,Sep,2003,house,279.0,148903.0,533.7025089605735
Brighton,Sep,2003,Other properties,131.0,13812.0,105.43511450381679
Brighton,Sep,2004,flat,332.0,90275.0,271.91265060240966
Brighton,Sep,2004,house,269.0,136544.0,507.5985130111524
Brighton,Sep,2004,Other properties,113.0,23081.0,204.2566371681416
Brighton,Sep,2005,flat,338.0,102180.0,302.3076923076923
Brighton,Sep,2005,house,283.0,155025.0,547.791519434629
Brighton,Sep,2005,Other properties,90.0,2310.0,25.666666666666668
Brighton,Sep,2006,flat,313.0,98016.0,313.15015974440894
Brighton,Sep,2006,house,234.0,142720.0,609.9145299145299
Brighton,Sep,2006,Other properties,89.0,11756.0,132.08988764044943
Brighton,Sep,2007,flat,303.0,108920.0,359.47194719471946
Brighton,Sep,2007,house,222.0,145350.0,654.7297297297297
Brighton,Sep,2007,Other properties,90.0,22480.0,249.77777777777777
Brighton,Sep,2008,flat,335.0,128420.0,383.34328358208955
Brighton,Sep,2008,house,291.0,212315.0,729.6048109965636
Brighton,Sep,2008,Other properties,110.0,18433.0,167.57272727272726
Brighton,Sep,2009,flat,326.0,138890.0,426.04294478527606
Brighton,Sep,2009,house,278.0,206750.0,743.705035971223
Brighton,Sep,2009,Other properties,123.0,46940.0,381.6260162601626
Brighton,Sep,2010,flat,306.0,131100.0,428.4313725490196
Brighton,Sep,2010,house,275.0,221850.0,806.7272727272727
Brighton,Sep,2010,Other properties,141.0,44150.0,313.12056737588654
Brighton,Sep,2011,flat,408.0,194554.0,476.8480392156863
Brighton,Sep,2011,house,281.0,224205.0,797.8825622775801
Brighton,Sep,2011,Other properties,127.0,62681.0,493.5511811023622
Brighton,Sep,2012,flat,419.0,207740.0,495.79952267303105
Brighton,Sep,2012,house,271.0,235287.0,868.2177121771218
Brighton,Sep,2012,Other properties,110.0,36973.0,336.1181818181818
Brighton,Sep,2013,flat,400.0,203935.0,509.8375
Brighton,Sep,2013,house,275.0,245135.0,891.4
Brighton,Sep,2013,Other properties,120.0,43830.0,365.25
Brighton,Sep,2014,flat,526.0,273453.0,519.8726235741445
Brighton,Sep,2014,house,286.0,256180.0,895.7342657342657
Brighton,Sep,2014,Other properties,120.0,29567.0,246.39166666666668
Brighton,Sep,2015,flat,510.0,267853.0,525.2019607843138
Brighton,Sep,2015,house,293.0,276240.0,942.7986348122867
Brighton,Sep,2015,Other properties,132.0,54307.0,411.4166666666667
Brighton,Sep,2016,flat,601.0,317830.0,528.8352745424293
Brighton,Sep,2016,house,278.0,278200.0,1000.7194244604317
Brighton,Sep,2016,Other properties,92.0,-23140.0,-251.52173913043478
Brighton,Sep,2017,flat,586.0,317640.0,542.0477815699659
Brighton,Sep,2017,house,267.0,271735.0,1017.7340823970037
Brighton,Sep,2017,Other properties,95.0,-8251.0,-86.85263157894737
Brighton,Sep,2018,flat,564.0,316880.0,561.8439716312057
Brighton,Sep,2018,house,266.0,281413.0,1057.9436090225563
Brighton,Sep,2018,Other properties,106.0,10107.0,95.34905660377359
Brighton,Sep,2019,flat,581.0,327310.0,563.3562822719449
Brighton,Sep,2019,house,276.0,272640.0,987.8260869565217
Brighton,Sep,2019,Other properties,129.0,40950.0,317.4418604651163
Brighton,Sep,2020,flat,481.0,281860.0,585.9875259875259
Brighton,Sep,2020,house,240.0,242007.0,1008.3625
Brighton,Sep,2020,Other properties,113.0,45755.0,404.91150442477874
Brighton,Sep,2021,flat,627.0,353271.0,563.4306220095693
Brighton,Sep,2021,house,262.0,279170.0,1065.5343511450383
Brighton,Sep,2021,Other properties,107.0,14959.0,139.80373831775702
Brighton,Sep,2022,flat,556.0,322404.0,579.863309352518
Brighton,Sep,2022,house,228.0,247500.0,1085.5263157894738
Brighton,Sep,2022,Other properties,107.0,31521.0,294.58878504672896
Brighton East,Dec,2000,flat,79.0,18570.0,235.0632911392405
Brighton East,Dec,2000,house,211.0,70849.0,335.77725118483414
Brighton East,Dec,2000,Other properties,60.0,10331.0,172.18333333333334
Brighton East,Dec,2001,flat,76.0,19240.0,253.1578947368421
Brighton East,Dec,2001,house,223.0,76538.0,343.21973094170403
Brighton East,Dec,2001,Other properties,64.0,16752.0,261.75
Brighton East,Dec,2003,flat,172.0,44100.0,256.3953488372093
Brighton East,Dec,2003,house,400.0,142198.0,355.495
Brighton East,Dec,2003,Other properties,116.0,25367.0,218.68103448275863
Brighton East,Dec,2004,flat,63.0,16830.0,267.14285714285717
Brighton East,Dec,2004,house,208.0,78898.0,379.3173076923077
Brighton East,Dec,2004,Other properties,63.0,17832.0,283.04761904761904
Brighton East,Dec,2005,flat,110.0,29030.0,263.90909090909093
Brighton East,Dec,2005,house,165.0,63940.0,387.5151515151515
Brighton East,Dec,2005,Other properties,59.0,13910.0,235.76271186440678
Brighton East,Dec,2006,flat,83.0,25012.0,301.34939759036143
Brighton East,Dec,2006,house,158.0,65370.0,413.73417721518985
Brighton East,Dec,2006,Other properties,60.0,20687.0,344.78333333333336
Brighton East,Dec,2007,flat,98.0,33163.0,338.3979591836735
Brighton East,Dec,2007,house,181.0,96532.0,533.3259668508288
Brighton East,Dec,2007,Other properties,55.0,20605.0,374.6363636363636
Brighton East,Dec,2008,flat,85.0,32250.0,379.4117647058824
Brighton East,Dec,2008,house,192.0,106930.0,556.9270833333334
Brighton East,Dec,2008,Other properties,64.0,24500.0,382.8125
Brighton East,Dec,2009,flat,66.0,26814.0,406.27272727272725
Brighton East,Dec,2009,house,214.0,125248.0,585.2710280373832
Brighton East,Dec,2009,Other properties,73.0,24438.0,334.7671232876712
Brighton East,Dec,2010,flat,83.0,35780.0,431.0843373493976
Brighton East,Dec,2010,house,187.0,114385.0,611.6844919786096
Brighton East,Dec,2010,Other properties,67.0,35185.0,525.1492537313433
Brighton East,Dec,2011,flat,80.0,36090.0,451.125
Brighton East,Dec,2011,house,202.0,131205.0,649.5297029702971
Brighton East,Dec,2011,Other properties,67.0,33380.0,498.2089552238806
Brighton East,Dec,2012,flat,89.0,42800.0,480.8988764044944
Brighton East,Dec,2012,house,230.0,159351.0,692.8304347826087
Brighton East,Dec,2012,Other properties,69.0,30649.0,444.18840579710144
Brighton East,Dec,2013,flat,126.0,52800.0,419.04761904761904
Brighton East,Dec,2013,house,252.0,178525.0,708.4325396825396
Brighton East,Dec,2013,Other properties,66.0,29303.0,443.9848484848485
Brighton East,Dec,2014,flat,117.0,55060.0,470.5982905982906
Brighton East,Dec,2014,house,209.0,147055.0,703.6124401913876
Brighton East,Dec,2014,Other properties,67.0,25825.0,385.44776119402985
Brighton East,Dec,2015,flat,113.0,51888.0,459.1858407079646
Brighton East,Dec,2015,house,222.0,168308.0,758.1441441441441
Brighton East,Dec,2015,Other properties,59.0,20144.0,341.4237288135593
Brighton East,Dec,2016,flat,112.0,54010.0,482.23214285714283
Brighton East,Dec,2016,house,263.0,192184.0,730.7376425855514
Brighton East,Dec,2016,Other properties,55.0,28146.0,511.74545454545455
Brighton East,Dec,2017,flat,118.0,60840.0,515.5932203389831
Brighton East,Dec,2017,house,244.0,189217.0,775.4795081967213
Brighton East,Dec,2017,Other properties,57.0,26483.0,464.6140350877193
Brighton East,Dec,2018,flat,118.0,63934.0,541.8135593220339
Brighton East,Dec,2018,house,237.0,187650.0,791.7721518987341
Brighton East,Dec,2018,Other properties,81.0,49256.0,608.0987654320987
Brighton East,Dec,2019,flat,94.0,49586.0,527.5106382978723
Brighton East,Dec,2019,house,237.0,183060.0,772.4050632911392
Brighton East,Dec,2019,Other properties,93.0,64154.0,689.8279569892474
Brighton East,Dec,2020,flat,93.0,48975.0,526.6129032258065
Brighton East,Dec,2020,house,221.0,189658.0,858.1809954751131
Brighton East,Dec,2020,Other properties,82.0,45695.0,557.2560975609756
Brighton East,Dec,2021,flat,122.0,64910.0,532.0491803278688
Brighton East,Dec,2021,house,235.0,206200.0,877.4468085106383
Brighton East,Dec,2021,Other properties,83.0,58890.0,709.5180722891566
Brighton East,Dec,2022,flat,91.0,48830.0,536.5934065934066
Brighton East,Dec,2022,house,197.0,166094.0,843.1167512690355
Brighton East,Dec,2022,Other properties,96.0,73076.0,761.2083333333334
Brighton East,Jun,2000,flat,84.0,19800.0,235.71428571428572
Brighton East,Jun,2000,house,214.0,69360.0,324.1121495327103
Brighton East,Jun,2000,Other properties,55.0,9680.0,176.0
Brighton East,Jun,2001,flat,88.0,19688.0,223.72727272727272
Brighton East,Jun,2001,house,224.0,77795.0,347.29910714285717
Brighton East,Jun,2001,Other properties,57.0,13217.0,231.87719298245614
Brighton East,Jun,2002,flat,92.0,21990.0,239.02173913043478
Brighton East,Jun,2002,house,200.0,68460.0,342.3
Brighton East,Jun,2002,Other properties,56.0,13950.0,249.10714285714286
Brighton East,Jun,2003,flat,82.0,20840.0,254.14634146341464
Brighton East,Jun,2003,house,205.0,73728.0,359.64878048780486
Brighton East,Jun,2003,Other properties,57.0,8632.0,151.43859649122808
Brighton East,Jun,2004,flat,64.0,19080.0,298.125
Brighton East,Jun,2004,house,209.0,74735.0,357.5837320574163
Brighton East,Jun,2004,Other properties,72.0,23485.0,326.18055555555554
Brighton East,Jun,2005,flat,84.0,23030.0,274.1666666666667
Brighton East,Jun,2005,house,192.0,73870.0,384.7395833333333
Brighton East,Jun,2005,Other properties,57.0,12990.0,227.89473684210526
Brighton East,Jun,2006,flat,83.0,23450.0,282.5301204819277
Brighton East,Jun,2006,house,166.0,66015.0,397.6807228915663
Brighton East,Jun,2006,Other properties,62.0,16275.0,262.5
Brighton East,Jun,2007,flat,95.0,30790.0,324.10526315789474
Brighton East,Jun,2007,house,163.0,78620.0,482.3312883435583
Brighton East,Jun,2007,Other properties,65.0,18175.0,279.61538461538464
Brighton East,Jun,2008,flat,101.0,37518.0,371.46534653465346
Brighton East,Jun,2008,house,186.0,101760.0,547.0967741935484
Brighton East,Jun,2008,Other properties,53.0,22222.0,419.2830188679245
Brighton East,Jun,2009,flat,87.0,32860.0,377.7011494252874
Brighton East,Jun,2009,house,202.0,114250.0,565.5940594059406
Brighton East,Jun,2009,Other properties,67.0,23770.0,354.7761194029851
Brighton East,Jun,2010,flat,71.0,29714.0,418.50704225352115
Brighton East,Jun,2010,house,195.0,116320.0,596.5128205128206
Brighton East,Jun,2010,Other properties,59.0,22966.0,389.2542372881356
Brighton East,Jun,2011,flat,72.0,30980.0,430.27777777777777
Brighton East,Jun,2011,house,188.0,115728.0,615.5744680851063
Brighton East,Jun,2011,Other properties,74.0,49684.0,671.4054054054054
Brighton East,Jun,2012,flat,86.0,40735.0,473.66279069767444
Brighton East,Jun,2012,house,221.0,151680.0,686.3348416289592
Brighton East,Jun,2012,Other properties,64.0,28330.0,442.65625
Brighton East,Jun,2013,flat,120.0,52835.0,440.2916666666667
Brighton East,Jun,2013,house,265.0,181272.0,684.045283018868
Brighton East,Jun,2013,Other properties,61.0,23681.0,388.21311475409834
Brighton East,Jun,2014,flat,123.0,55720.0,453.0081300813008
Brighton East,Jun,2014,house,196.0,134280.0,685.1020408163265
Brighton East,Jun,2014,Other properties,80.0,39425.0,492.8125
Brighton East,Jun,2015,flat,103.0,49896.0,484.4271844660194
Brighton East,Jun,2015,house,217.0,155920.0,718.5253456221199
Brighton East,Jun,2015,Other properties,58.0,20984.0,361.7931034482759
Brighton East,Jun,2016,flat,122.0,53148.0,435.6393442622951
Brighton East,Jun,2016,house,257.0,190430.0,740.9727626459144
Brighton East,Jun,2016,Other properties,61.0,29222.0,479.04918032786884
Brighton East,Jun,2017,flat,126.0,65275.0,518.0555555555555
Brighton East,Jun,2017,house,260.0,198325.0,762.7884615384615
Brighton East,Jun,2017,Other properties,49.0,19150.0,390.81632653061223
Brighton East,Jun,2018,flat,109.0,57320.0,525.8715596330276
Brighton East,Jun,2018,house,229.0,180400.0,787.7729257641921
Brighton East,Jun,2018,Other properties,68.0,35518.0,522.3235294117648
Brighton East,Jun,2019,flat,104.0,56615.0,544.375
Brighton East,Jun,2019,house,232.0,178090.0,767.6293103448276
Brighton East,Jun,2019,Other properties,89.0,62795.0,705.561797752809
Brighton East,Jun,2020,flat,87.0,45075.0,518.1034482758621
Brighton East,Jun,2020,house,252.0,208615.0,827.8373015873016
Brighton East,Jun,2020,Other properties,87.0,65810.0,756.4367816091954
Brighton East,Jun,2021,flat,113.0,58060.0,513.8053097345132
